1676605630001	28451,0,66826240	28484,0,66445312	28522,0,67608576	28541,0,66105344	28559,0,66981888
1676605631005	28451,65,128847872	28484,75,127807488	28522,79,122863616	28541,78,122564608	28559,74,121491456
1676605632008	28451,3.9603960396039604,131252224	28484,0,127807488	28522,0,122863616	28541,0,122564608	28559,0,121491456
1676605633010	28451,47,135753728	28484,1,127807488	28522,0,122863616	28541,0,122564608	28559,0,121491456
1676605634013	28451,4,136552448	28484,4,130183168	28522,8,136409088	28541,1,122564608	28559,0,121491456
1676605635015	28451,4,137371648	28484,2,130580480	28522,7.000000000000001,139350016	28541,12,136323072	28559,0,121491456
1676605636018	28451,3.9603960396039604,137605120	28484,3.9603960396039604,131112960	28522,1.9801980198019802,141717504	28541,5.9405940594059405,139403264	28559,1.9801980198019802,122015744
1676605637021	28451,2,137875456	28484,6,131272704	28522,3,141697024	28541,1,139730944	28559,13,139931648
1676605638024	28451,21,146894848	28484,4,131272704	28522,1,141697024	28541,4,141828096	28559,2,139948032
1676605639026	28451,43,148508672	28484,3,131354624	28522,38,147038208	28541,0,141979648	28559,0,139948032
1676605640028	28451,82.17821782178217,175960064	28484,114.85148514851484,150224896	28522,31.683168316831683,148889600	28541,40.5940594059406,148193280	28559,142.57425742574256,151867392
1676605641029	28451,69,190734336	28484,22,150704128	28522,2,149004288	28541,77,150581248	28559,11,152666112
1676605642038	28451,45.54455445544555,192376832	28484,23.762376237623762,150974464	28522,0,149004288	28541,15.841584158415841,151003136	28559,91.0891089108911,170586112
1676605643039	28451,88,200765440	28484,11,150974464	28522,0,149004288	28541,0,151003136	28559,36,170811392
1676605644041	28451,41,200765440	28484,14.000000000000002,157265920	28522,2,149004288	28541,1,151003136	28559,28.999999999999996,196046848
1676605645043	28451,34,201379840	28484,72,163897344	28522,0,149004288	28541,0,151003136	28559,60,203419648
1676605646046	28451,51,203550720	28484,5,163897344	28522,1,149360640	28541,0,151003136	28559,24,203419648
1676605647047	28451,22.772277227722775,203550720	28484,3.9603960396039604,163979264	28522,0,149360640	28541,0.9900990099009901,151003136	28559,36.633663366336634,204500992
1676605648049	28451,57.99999999999999,207605760	28484,6,163979264	28522,1,149360640	28541,0,151003136	28559,21,204500992
1676605649052	28451,65,213553152	28484,23,163979264	28522,1,149360640	28541,1,151080960	28559,85,224854016
1676605650054	28451,94,224096256	28484,10,163979264	28522,1,149360640	28541,0,151080960	28559,20,224854016
1676605651055	28451,23,224096256	28484,7.000000000000001,172367872	28522,5,149360640	28541,0,151080960	28559,78,225394688
1676605652057	28451,95,228151296	28484,18,184877056	28522,1,149360640	28541,1,151080960	28559,52,227086336
1676605653058	28451,22.772277227722775,228245504	28484,5.9405940594059405,193265664	28522,0,149360640	28541,0,151080960	28559,21.782178217821784,227086336
1676605654060	28451,67,228245504	28484,13,200638464	28522,1,149360640	28541,0,151080960	28559,43,227356672
1676605655061	28451,24,228245504	28484,17,202735616	28522,0,149360640	28541,76,164118528	28559,2,227356672
1676605656062	28451,37,228245504	28484,48,217333760	28522,1,149360640	28541,2,164118528	28559,13,227356672
1676605657064	28451,94,228245504	28484,88,227336192	28522,3,149446656	28541,2,164184064	28559,62,234639360
1676605658066	28451,22,228245504	28484,7.000000000000001,227688448	28522,1,149446656	28541,1,164184064	28559,15,253739008
1676605659068	28451,32.67326732673268,242016256	28484,7.920792079207921,227893248	28522,0,149446656	28541,0,164184064	28559,34.65346534653465,253739008
1676605660069	28451,21,254599168	28484,2,227893248	28522,0,149446656	28541,0,164184064	28559,28.999999999999996,253739008
1676605661070	28451,19,254599168	28484,5,227893248	28522,1,149446656	28541,1,164184064	28559,37,254005248
1676605662073	28451,39,254599168	28484,4,227983360	28522,1,149446656	28541,0,164184064	28559,14.000000000000002,254255104
1676605663074	28451,21,254599168	28484,2,227983360	28522,1,149446656	28541,1,164184064	28559,43,254255104
1676605664076	28451,30,254599168	28484,2,230080512	28522,0,149446656	28541,0,164184064	28559,12,254255104
1676605665077	28451,20.792079207920793,254599168	28484,30.693069306930692,232177664	28522,0,149446656	28541,0,164184064	28559,29.7029702970297,254255104
1676605666079	28451,20,254599168	28484,2,232177664	28522,1,149446656	28541,1,164184064	28559,12,254255104
1676605667080	28451,35,254676992	28484,3,232177664	28522,0,149532672	28541,0,164184064	28559,14.000000000000002,254504960
1676605668081	28451,21,254676992	28484,2,232177664	28522,1,149532672	28541,0,164184064	28559,37,254504960
1676605669082	28451,34,254676992	28484,2,232177664	28522,0,149532672	28541,1,164184064	28559,13,254504960
1676605670086	28451,21,254943232	28484,2,232177664	28522,0,149532672	28541,1,164184064	28559,26,254504960
1676605671088	28451,25.742574257425744,255037440	28484,1.9801980198019802,232177664	28522,0.9900990099009901,149532672	28541,0,164184064	28559,15.841584158415841,254607360
1676605672089	28451,52,255819776	28484,16,232177664	28522,1,149532672	28541,1,164184064	28559,14.000000000000002,254607360
1676605673091	28451,44,255819776	28484,63,232718336	28522,0,149532672	28541,0,164270080	28559,20,254607360
1676605674091	28451,38,255819776	28484,4,232718336	28522,1,149532672	28541,0,164270080	28559,14.000000000000002,254607360
1676605675093	28451,47,255819776	28484,55.00000000000001,232804352	28522,0,149532672	28541,1,164270080	28559,18,254607360
1676605676094	28451,20,255991808	28484,30,232804352	28522,1,149532672	28541,0,164270080	28559,33,254758912
1676605677095	28451,36,255991808	28484,2,232804352	28522,0,149622784	28541,1,164270080	28559,23,254758912
1676605678098	28451,20.792079207920793,255991808	28484,1.9801980198019802,232804352	28522,0.9900990099009901,149622784	28541,0,164270080	28559,34.65346534653465,254758912
1676605679100	28451,1,255991808	28484,0,0	28522,1,149667840	28541,1,164319232	28559,1,254865408
